sys_RespNum,United_Way,Feeding_America,Direct_relief,A_Thank_you_note,Amazon,Wristband,Donors_list,Social_netwrok,Confidential,High_efficiency,Meduim_efficiency,Low_efficiency,High_impact,Meduim_impact,Low_impact,High_donation,Meduim_donation,Low_donation,NONE,Organization_Importances,Reward_Importances,Social_recognition_Importances,Efficiency_Importances,Impact_Importances,Donation_amount_Importances,RLH,Income,Gender,Religious,Religious_6_other,Religiouslevel,age,PersonalStatus,Numberofkids,ProlificID,Level_of_Similarity
29,-0.522019646,0.195449717,0.326569929,0.729626465,-2.041455216,1.311828751,-0.178392462,0.043978438,0.134414025,1.488597237,0.024645929,-1.513243166,-0.343951317,-0.267173104,0.611124421,-2.228244119,0.532562151,1.695681969,0.708686307,6.84593644,27.05238148,2.52354423,24.21713536,7.70500603,31.65599647,0.451,1,1,6, ,1,30,2,0,5a11e6eb30ad7f0001b6ca86,0
30,-0.366622623,0.265983327,0.100639297,-0.784418792,1.69643913,-0.912020337,0.231242475,-0.068291228,-0.162951247,2.243961331,0.041768618,-2.28572995,-1.234361215,0.163399941,1.070961274,4.978490383,-0.267376424,-4.711113959,-0.267690268,3.137945446,12.93886582,1.955337908,22.46884356,11.43520102,48.06380625,0.671,5,1,5, ,1,24,1,0,5ffec5ffe689b55331f633ff,0
31,0.659420051,-0.361663983,-0.297756068,-0.244307545,0.70408121,-0.459773665,0.08337033,-0.038748218,-0.044622111,1.629092462,0.135600516,-1.764692978,-1.841387035,-0.40825227,2.249639305,-2.19986573,0.637207828,1.562657902,-9.716422565,7.529970114,8.582831703,0.943878491,25.02742387,30.16921725,27.74667857,0.685,1,2,5, ,1,28,1,0,5bbfeaeb785edb0001fac427,0
32,1.508309263,-0.947744918,-0.560564345,-0.992194966,2.18970101,-1.197506044,0.449619909,-0.046853737,-0.402766173,1.146637392,-0.123360559,-1.023276833,-0.552751278,0.057084347,0.495666931,-1.140329161,0.509706861,0.6306223,-10.91975311,21.01898707,28.98782195,7.294746259,18.57019255,8.97239521,15.15585696,0.765,4,2,1, ,3,24,2,0,6048622d518a190008dfbe38,0
33,-0.377572047,0.134044436,0.243527611,-0.186990111,0.728014963,-0.541024852,0.620610508,0.163244137,-0.783854645,3.961879528,-1.075151961,-2.886727568,-0.550058934,-0.138679842,0.688738776,-1.070390063,-0.215116245,1.285506308,-6.015277099,4.521065055,9.237505576,10.2232842,49.85190024,9.017369369,17.14887557,0.816,4,1,5, ,1,33,2,0,5d3894798bb75200164c557e,0
34,-0.117721593,-0.190023341,0.307744934,-0.791862189,2.267763545,-1.475901357,0.425945642,0.384894368,-0.81084001,1.787506351,-0.261824746,-1.525681604,-0.622787706,0.525526758,0.097260949,2.956682216,0.145066581,-3.101748797,-5.294779363,3.111411034,23.40060803,7.730803106,20.70981636,7.177794318,37.86956715,0.76,2,2,1, ,3,56,1,1,601881f750d81113da009330,0
35,0.215236625,0.301090264,-0.51632689,-1.495241586,2.495908659,-1.000667073,0.032435656,-0.012220091,-0.020215565,1.696009186,-0.306254508,-1.389754678,-1.126601694,0.32614683,0.800454864,3.417900376,0.413913273,-3.831813649,-6.158346988,4.773586438,23.30768395,0.307474776,18.02037119,11.25370443,42.33717921,0.828,2,1,5, ,2,21,5,0,5f129bc4329d461f67269693,0
36,-1.411133761,-0.079650993,1.490784754,0.37343018,-0.197068284,-0.176361896,-0.326252603,0.409534091,-0.083281489,3.806051831,-1.021443923,-2.784607908,0.175344906,0.100618402,-0.275963308,0.204576835,-0.047254198,-0.157322636,3.895371905,24.99053347,4.912977708,6.336395014,56.75697026,3.886543669,3.116579875,0.643,3,1,5, ,1,55,3,0,5c3faea48cb6f5000180c64b,0
37,-0.170272389,0.30297506,-0.132702671,0.213359686,0.315296782,-0.528656468,0.222783738,-0.370393358,0.14760962,2.585545243,0.224470965,-2.810016209,-2.064657457,-0.092922119,2.157579576,-1.157169787,0.115439573,1.041730214,-6.152957633,3.447547304,6.148091795,4.321219491,39.30597705,30.75845829,16.01870607,0.709,2,1,5, ,1,28,2,0,5e6204d986e7fc000b46af83,0
39,0.791671368,-0.607742521,-0.183928847,0.338886281,-1.821008159,1.482121878,-0.295311021,-0.381763784,0.677074806,0.969799083,0.518771713,-1.488570796,-0.79601995,0.135835733,0.660184217,0.519975704,0.341863352,-0.861839057,-3.48522151,12.65547865,29.87157123,9.575515346,22.23205569,13.16905663,12.49632245,0.659,4,1,6, ,2,19,1,0,605770450751207a2cb288a9,0
40,-0.914499232,1.019526589,-0.105027356,-1.15612688,2.442550955,-1.286424075,0.223494203,-0.312378279,0.088884076,1.536860404,-0.025562075,-1.511298329,0.096970103,-0.246767071,0.149796968,4.891775717,-0.571470968,-4.32030475,5.180182963,10.25699509,19.77640535,2.841968997,16.16573514,2.10315465,48.85574077,0.735,4,1,1, ,4,28,2,1,5efbd589ceb6b9190882911d,0
41,-0.205341622,0.116090067,0.089251555,1.801642081,-2.036933225,0.235291145,-0.83170251,-0.457944321,1.289646831,2.124811709,0.025870804,-2.150682513,0.224562945,-0.417922862,0.193359917,-0.402067493,0.395156222,0.006911271,2.879403942,2.679365471,31.9972999,17.68298018,35.63933489,5.355583619,6.645435941,0.502,2,1,5, ,2,62,3,1,5eb6e12a2541f25eb790569a,0
43,-0.017182755,0.194563463,-0.177380708,-1.17544995,2.018182761,-0.842732811,-0.175789342,-0.078685517,0.254474859,1.159825325,-0.206423786,-0.953401539,-0.338608306,0.273200401,0.065407905,4.917087132,-0.516084435,-4.401002697,-3.108814666,2.319003359,19.91171136,2.682617993,13.17558002,3.81451453,58.09657273,0.793,1,1,6, ,1,20,1,0,5f90d574b4e0351f24796c77,0
44,0.059350587,0.158723561,-0.218074149,0.976269344,-1.049874013,0.073604669,-0.005225171,-0.820056975,0.825282146,2.566549277,-0.227571234,-2.338978043,-0.392701406,-0.392003382,0.784704788,0.780502779,0.334995591,-1.115498369,6.441028189,3.132875854,16.84632213,13.68013411,40.78689357,9.7895166,15.76425774,0.776,2,1,6, ,1,27,2,0,5eb0239ad2a3d7084bbee885,0
46,-0.07911704,0.153840208,-0.074723168,0.980222108,-1.549449645,0.569227538,0.01937783,-0.074653049,0.055275219,1.358423453,0.177529308,-1.535952761,-1.916667507,-0.322560633,2.23922814,-2.144266369,0.2986382,1.845628169,-5.903551203,1.672015135,18.15633334,0.932540339,20.77394401,29.82830742,28.63685976,0.705,3,1,1, ,2,38,2,0,5f4d40ca75b5258bf5af8cca,0
47,0.259845241,-0.17217807,-0.087667171,0.067757758,0.015409197,-0.083166955,0.721403898,-1.286632271,0.565228372,1.009899251,0.722774129,-1.73267338,-1.748385305,-0.323978091,2.072363396,1.461545343,-0.046919176,-1.414626166,0.919757498,3.591073816,1.25451977,16.69124311,22.79687351,31.75891272,23.90737708,0.56,1,2,6, ,1,24,1,0,5dec1482443d0b312786d74b,0
48,-1.658095133,2.346734906,-0.688639774,0.291556528,0.155220056,-0.446776584,0.130703088,-0.764595606,0.633892518,1.055792252,0.055797174,-1.111589426,-0.159847073,-0.086718132,0.246565205,0.878633667,-0.330015576,-0.548618091,0.286791658,39.48486328,7.279455485,13.78812879,21.36888916,4.006944888,14.07171839,0.586,5,1,5, ,1,30,1,0,6052d23713fe12d6d89b5e49,0
49,-0.862398262,-0.589550567,1.451948829,-0.640855632,-0.018184715,0.659040346,-0.186542715,-0.549864291,0.736407006,0.296977312,-0.017874158,-0.279103153,-0.744642676,-0.056118254,0.80076093,-0.742311384,0.286997928,0.455313456,-1.980408858,28.1563645,15.81454446,15.64878649,7.008599366,18.80139217,14.57031301,0.452,4,1,1, ,3,26,1,1,5f18207741b5a020a04763ae,0
51,-0.044883423,0.10933558,-0.064452157,0.437876198,-1.386195839,0.948319641,-0.113845695,0.082037375,0.03180832,1.966045554,0.016421993,-1.982467547,0.098735131,-0.128569585,0.029834454,1.288061359,0.918883165,-2.206944524,-3.193493071,1.675060909,22.50133237,1.888027766,38.05792097,2.190886724,33.68677127,0.675,1,2,5, ,1,27,1,0,5df92bd57868e7000c97bb80,0
52,-0.338902376,0.183474648,0.155427727,0.056644392,0.27591609,-0.332560482,0.042527664,-0.00992599,-0.032601674,4.590160643,-1.209626207,-3.380534435,-0.577786282,-0.040633012,0.618419294,-0.359341863,0.294545975,0.064795888,-3.521195125,4.737352433,5.51817525,0.681335763,72.28493972,10.84819418,5.930002655,0.93,4,1,1, ,2,50,2,3,5dd3eb4bc0823f3d043b96fb,0
53,-0.367621847,-0.005620886,0.373242733,-0.267266443,0.573990159,-0.306723716,-0.10026731,-0.056920363,0.157187673,1.027219225,-0.003081679,-1.024137546,-2.33846798,-0.660906157,2.999374137,0.370109952,0.128516829,-0.498626781,-6.81379984,7.308541395,8.688138145,2.539762937,20.23639176,52.65718072,8.569985044,0.823,1,1,6, ,2,20,5,0,5B6CC274,0
54,0.484754903,-0.028691696,-0.456063207,-0.348100583,0.210416954,0.137683628,0.285957603,-0.313377777,0.027420175,0.155694268,0.2899232,-0.445617468,-0.509587518,-0.431105142,0.940692661,-1.385716136,0.417155302,0.968560833,-6.984483298,14.17157506,8.41296858,9.027809132,11.07947401,21.84561947,35.46255374,0.371,3,2,1, ,4,31,2,1,5f7d75c20288b525407f0410,0
55,-0.464650889,0.1876771,0.276973789,-0.822481081,1.7656569,-0.943175819,0.091511921,-0.103376189,0.011864268,0.444207233,0.109857687,-0.554064919,-0.246853979,0.30647693,-0.059622952,4.612649302,-0.31713399,-4.295515312,-3.827960931,5.257842806,19.20461526,1.381684129,7.077377821,3.922910095,63.15556989,0.787,2,1,6, ,1,54,2,4,5bd893be30bfa90001efc6ce,0
56,0.365722085,0.186383255,-0.552105341,0.169561824,0.642344614,-0.811906438,0.32742012,-0.530079437,0.202659317,1.980917339,0.087465567,-2.068382906,-0.888542181,0.293966035,0.594576147,2.171129498,0.779017169,-2.950146667,-3.805663629,6.611030707,10.47484318,6.176494342,29.16675564,10.68277165,36.88810447,0.608,4,2,4, ,2,20,1,0,5a412f0b99311d0001df431e,0
57,0.792023628,-0.785977254,-0.006046375,-0.362288476,0.364713217,-0.00242474,0.036774646,-0.404411319,0.367636673,3.27999713,-0.770775569,-2.50922156,-1.042253306,-0.275237181,1.317490487,-0.272828012,0.5459201,-0.273092088,-5.709618431,13.1008516,6.035700871,6.409683469,48.06315118,19.59102406,6.79958881,0.734,4,2,1, ,3,30,2,1,5f888a84d0200d03067e17ed,0
58,0.471451378,-0.959489464,0.488038086,0.441037516,-1.233761833,0.792724317,-0.377590363,0.344470163,0.0331202,0.561564962,-0.106167458,-0.455397503,0.069284933,0.237404669,-0.306689602,-0.990104889,0.101854443,0.888250445,-5.435483386,18.95789599,26.54036786,9.456640976,13.31889581,7.125862709,24.60033665,0.413,3,1,1, ,3,50,2,1,6082db7dc5ce3369b8b61bff,0
59,-0.533165857,0.541690349,-0.008524492,-0.363044877,0.681251661,-0.318206784,-0.038683841,0.1268695,-0.088185659,0.876002884,-0.613611237,-0.262391647,-0.940201919,0.03973727,0.900464649,5.255772954,-0.773452066,-4.482320888,1.166416751,6.978415543,6.780009409,1.396227939,9.671197201,11.95037635,63.22377356,0.812,4,2,5, ,1,35,2,0,58a5d58bb2a7180001f061d4,0
60,0.133429361,-0.127472827,-0.005956533,-0.06496354,0.505797877,-0.440834337,0.119957931,-0.085871939,-0.034085992,4.121816774,-0.66747479,-3.454341985,-1.161271894,-0.545632571,1.706904464,0.582790204,0.320038163,-0.902828367,-4.885900232,1.95530219,7.094428966,1.542568872,56.77867216,21.49522605,11.13380176,0.896,2,1,1, ,2,55,2,0,5abe4f25fa3b4e000173303f,0
61,0.034766321,0.096673352,-0.131439672,0.011550825,-0.0826095,0.071058676,-0.226661181,-0.466237076,0.692898257,0.239361567,-0.045907995,-0.193453571,0.003223442,-0.049149781,0.045926339,-0.00491123,-0.230882825,0.235794055,-4.762969416,8.996821249,6.06070223,45.71651906,17.07031176,3.749820364,18.40582533,0.283,3,1,1, ,3,47,2,1,6082d8dd2cd83183c695a569,0
62,0.076774042,0.580404721,-0.657178763,-0.942435212,1.932661983,-0.990226772,-0.120463054,-0.506687526,0.62715058,0.287772458,0.471054916,-0.758827374,-0.005964041,0.297200777,-0.291236736,0.725911524,-0.253254362,-0.472657162,-6.046117584,14.89055321,35.1680764,13.64229312,14.79789275,7.08005577,14.42112876,0.448,5,2,1, ,3,42,2,2,5f426f5d2e151506ee5a8f99,0
64,-0.40120163,0.045008327,0.356193302,0.223528535,0.091388816,-0.314917352,-0.50584983,-0.865425393,1.371275223,2.265660483,-0.368191226,-1.897469256,-0.491878527,-0.003180764,0.49505929,-0.215879421,0.10892262,0.106956801,-3.204254273,8.408575219,5.977809665,24.83178139,46.2189382,10.95695326,3.605942265,0.561,2,2,6, ,3,35,2,3,607a90f017949ef09783f69e,0
65,0.623542336,-0.425739613,-0.197802723,-0.328541819,0.647105889,-0.31856407,-0.202560694,-0.285285514,0.487846208,2.417779123,-0.28876143,-2.129017692,-1.923406423,-0.658131061,2.581537484,0.968515234,0.448772145,-1.417287379,-5.890027628,7.370828072,6.853574029,5.430972112,31.93961133,31.64560971,16.75940475,0.782,2,1,5, ,1,33,2,3,55a43687fdf99b7da1908e0f,0
66,-0.166507739,-0.118456502,0.284964241,-0.59703325,0.971495626,-0.374462376,0.243863162,-0.069614237,-0.174248925,0.642156801,0.658499969,-1.30065677,-2.25251532,-0.012812565,2.265327885,2.706171113,0.030456662,-2.736627775,-5.260297632,3.144412554,10.92449167,2.912067534,13.64513705,31.46587941,37.90801178,0.757,4,2,5, ,1,18,1,0,5f3a851741c4f9694eafe24a,0
67,-0.011265199,0.075114851,-0.063849652,-0.055422644,0.415199968,-0.359777324,-0.179482631,0.206757069,-0.027274438,2.598669116,-0.612469539,-1.986199578,-1.6214183,-0.52989185,2.15131015,0.092520653,0.187036182,-0.279556835,-6.201083065,1.372574093,7.65457174,3.814949831,45.28546413,37.26382811,4.6086121,0.516,3,1,1, ,3,21,1,0,5efbae03db267f13f2970746,0
68,-0.265691404,0.396595308,-0.130903904,-0.161332868,0.257388463,-0.096055594,-0.020824935,-0.511312451,0.532137385,2.298567542,-0.057216414,-2.241351128,-0.328474082,0.064657044,0.263817038,-0.894004156,0.162567248,0.731436908,-1.763463738,7.456413015,4.714210819,11.74777147,51.11307244,6.668361508,18.30017075,0.376,1,1,6, ,4,25,1,0,5e7e93475caed456ffb84287,0
71,-0.373756321,0.140612256,0.233144065,-1.234223551,1.758467606,-0.524244055,-0.400024998,0.143545344,0.256479653,3.313413711,-0.8550985,-2.45831521,-0.219109753,0.132502737,0.086607016,1.97726839,-0.235857787,-1.741410604,-4.616748818,4.304833074,21.22759545,4.656683366,40.93971617,2.494038746,26.3771332,0.735,1,3,1, ,2,26,1,0,6065128ba6ef2e42b69ddead,0
73,-0.259291507,0.783078391,-0.523786884,0.117900189,0.554491988,-0.672392178,0.371443081,-0.209648471,-0.16179461,2.385566534,-0.141650601,-2.243915934,-2.07955353,-0.000260527,2.079814057,-0.595021997,-0.100280644,0.695302641,-6.243373551,9.904985007,9.298792689,4.404205403,35.08774415,31.52465244,9.779620311,0.586,1,1,5, ,1,27,1,0,5ebb08645a22c70c2ba793e4,0
74,-0.278360999,0.48644132,-0.208080321,0.433999898,-0.134357844,-0.299642054,-0.295078375,-0.175694909,0.470773284,3.901805206,-0.872846946,-3.02895826,-0.932587755,0.275146418,0.657441337,1.115309384,0.546168882,-1.661478266,0.885006971,5.639354844,5.409590417,5.647092265,51.10475421,11.72425611,20.47495215,0.563,2,1,5, ,1,27,1,0,5eeb19d4e0d561256d56d129,0
75,0.303387364,-0.120337884,-0.18304948,-0.038029953,0.376590137,-0.338560184,-0.28762923,0.235855991,0.051773239,4.475850735,-1.131615416,-3.344235319,-0.651778947,-0.302460569,0.954239516,-0.133556923,0.436313669,-0.302756745,-4.362087422,4.091057411,6.014595843,4.402643672,65.76890998,13.50702319,6.215769901,0.879,1,2,1, ,4,27,2,0,600b19328546f2052905d0b7,0
76,-0.790641415,1.5462491,-0.755607685,-0.839759825,1.509224307,-0.669464482,0.62971825,0.13192187,-0.76164012,0.660734223,-0.35173348,-0.309000743,-0.147906475,-0.469421458,0.617327934,1.529539217,0.567144009,-2.096683226,-5.17057652,19.79967252,19.9021376,11.78850267,8.578291893,9.207655188,30.72374012,0.66,1,2,5, ,1,28,1,0,605f9cfad4df69fcebaac11b,0
78,-0.712434302,0.609706851,0.10272745,-1.580644176,2.483647018,-0.903002842,0.561535053,-0.530486797,-0.031048256,1.848587658,-0.506878477,-1.341709181,-0.966760688,-0.103628112,1.070388801,4.493894297,-0.296929604,-4.196964693,-0.515930044,6.48211375,19.92616127,5.353898738,15.64119456,9.987613411,42.60901828,0.789,2,2,1, ,2,39,1,1,57d70b2247180e0001f100e3,0
79,-0.910861275,-1.042305564,1.953166839,0.075798455,0.291412894,-0.367211349,-0.196149233,-0.045326382,0.241475615,0.550664802,0.205798948,-0.756463749,0.086644652,0.034856613,-0.121501265,-0.843932024,0.454539614,0.38939241,-5.526837671,43.37827032,9.537721141,6.337367332,18.92889268,3.014219016,18.8035295,0.714,1,2,1, ,4,34,1,0,5b15e867e9270900013c7ad0,0
80,-0.283891312,0.314862995,-0.030971683,0.399291127,-0.193268681,-0.206022446,-0.815970139,-1.562761676,2.378731814,1.503668037,0.42849721,-1.932165247,-0.231426776,0.145238399,0.086188377,-0.395418126,0.084237703,0.311180423,1.624427301,6.19529717,6.263165753,40.78254333,35.55048869,3.897345981,7.31115908,0.557,2,1,5, ,1,22,1,0,5c59c2a5a102f40001183916,0
81,-0.961504869,0.474232836,0.487272033,-0.891577824,1.184584673,-0.293006848,-0.31891467,0.385996294,-0.067081624,1.108468232,-0.4525449,-0.655923332,-1.108773308,-0.090766219,1.199539527,1.57753539,-0.485609351,-1.091926039,-5.350704785,13.2042906,18.92234263,6.424625627,16.08083266,21.03818291,24.32972557,0.525,3,2,1, ,2,31,1,1,5e6484158bd03f1f1bdc1821,0
82,-0.072989734,-0.750042844,0.823032578,-0.668244683,0.703700934,-0.035456251,0.361637927,-0.636095419,0.274457492,1.96724168,0.202162928,-2.169404608,-0.830509222,-0.155401649,0.985910871,2.199132971,0.889380862,-3.088513834,-0.754757178,10.36044905,9.035785869,6.571182383,27.24441086,11.96314402,34.82502781,0.624,2,1,1, ,3,45,1,0,5629356bc8ffc2001251363b,0
83,-0.821868365,0.697385613,0.124482751,0.618307346,-0.778332765,0.160025419,-0.184917754,-0.697930405,0.882848159,1.920398617,-0.147070988,-1.77332763,-0.031248053,-0.046225915,0.077473967,1.639170807,-0.025393637,-1.61377717,8.35663984,13.13432901,12.0743016,13.66622437,31.93318333,1.06941629,28.12254541,0.95,1,2,1, ,2,39,3,0,5b8b3660c10978000186bd7f,0
84,-0.311072766,-0.059613861,0.370686627,-0.415323374,1.210550463,-0.795227089,-0.188329211,-0.511476583,0.699805794,3.696811695,-0.654645627,-3.042166068,0.347986651,-0.107028816,-0.240957835,0.105623239,0.515354159,-0.620977398,-0.571594192,5.514481599,16.22393988,9.797583213,54.50892099,4.763738595,9.191335727,0.585,4,2,1, ,4,28,2,1,5f49398df2148f337324ecf9,0
85,-0.418455199,0.541218853,-0.122763654,-0.212148425,0.387985853,-0.175837427,0.027861642,-0.287802624,0.259940982,0.932568453,-0.73404902,-0.198519433,-1.593067553,0.136480333,1.456587219,1.254590395,-0.232784453,-1.021805943,-2.045100353,10.54561315,6.594722371,6.019014642,18.31403393,33.51187771,25.01473819,0.377,5,2,5, ,1,23,1,0,6000e8e9a82b3622c2336144,0
87,-0.853599296,0.475438767,0.378160529,-0.057928139,0.483811552,-0.425883412,0.203362442,-0.167849591,-0.035512851,5.088803311,-1.359611087,-3.729192224,-0.539471977,-0.277464261,0.816936238,0.766704048,0.344440898,-1.111144946,0.723707488,9.064385028,6.204356102,2.531762545,60.14102152,9.251056586,12.80741822,0.809,4,1,6, ,1,24,5,0,5efb5648d7ea0e08aa5d1179,0
88,0.026904988,0.290163037,-0.317068025,-0.947772591,2.255258888,-1.307486297,-0.080131903,0.009158003,0.070973899,1.130618838,0.283910583,-1.414529421,-1.518803295,-0.316209524,1.835012819,2.534358709,-0.036304346,-2.498054362,-6.276622729,3.981200946,23.3584963,0.990697937,16.68680556,21.98869052,32.99410874,0.609,2,2,2, ,3,27,1,0,605114b3b1f2a0b96b4999cd,0
89,0.139171874,0.88264052,-1.021812395,-0.0483807,1.503588195,-1.455207495,0.162288664,-0.11097885,-0.051309813,2.622335255,0.060020816,-2.682356071,-0.768085193,0.214549233,0.55353596,2.352677432,0.247485529,-2.600162962,-0.206370349,11.39321983,17.70073152,1.634798547,31.73484309,7.906480764,29.62992625,0.567,5,2,5, ,1,35,2,0,5ecbcc1531addc74e9106ffa,0
91,0.056342975,0.159447958,-0.215790933,-1.159021436,1.991301579,-0.832280143,0.779261994,-0.117004622,-0.662257372,-0.139979766,1.221871034,-1.081891267,-0.200535285,0.096760153,0.103775132,0.932602645,0.182681981,-1.115284625,-7.412835947,3.89937942,32.73729096,14.97987306,23.94006467,3.162310213,21.28108167,0.635,3,2,5, ,1,27,2,1,5eea5252da0cfc115e24e69b,0
92,-2.036212466,1.261600192,0.774612274,-0.257906976,1.073047339,-0.815140364,-0.011067917,-0.137285443,0.148353361,0.243667283,-0.11871477,-0.124952513,-0.434071647,0.208679028,0.225392619,1.747466334,-0.144911117,-1.602555217,-3.628702309,33.48119908,19.16991502,2.899961472,3.74242992,6.695242167,34.01125234,0.573,1,1,5, ,1,60,1,0,5ed284d996972008d7cd7b1b,0
93,0.143378766,-0.365218363,0.221839598,0.139032192,0.079057631,-0.218089823,-0.199672641,0.276055802,-0.076383162,2.351949662,-0.918891383,-1.433058279,0.389679639,-0.646046091,0.256366452,1.320344022,1.359524657,-2.67986868,-3.648319556,5.710660871,3.473937589,4.627692643,36.81901651,10.07511829,39.29357409,0.755,4,1,1, ,3,38,2,4,5f8f582a87d4261b02c9c0df,0
